date_time,temp,CO2_scaled,CO2_av,CO2_med,Moving,Modelled
1:02:46 AM,133,348.550866114562,391.571428571429,431,348.550866114562,372.935383199324
1:02:49 AM,134,365.500866114562,375.434782608696,366,365.500866114562,396.833563695358
1:02:52 AM,137,381.975866114562,450,450,381.975866114562,444.96861531986
1:02:55 AM,139,397.950866114562,457.5,457.5,397.950866114562,461.491815134049
1:02:58 AM,140,413.660866114562,465.5,465.5,413.660866114562,466.303186745755
1:03:01 AM,141,428.550866114562,470,470,428.550866114562,469.368438791217
1:03:04 AM,142,442.180866114562,473,473,442.180866114562,471.153626040578
1:03:07 AM,143,455.503088336784,474,474,455.503088336784,472.13669274566
1:03:10 AM,144,465.422532781228,475,475,465.422532781228,472.795583158284
1:03:13 AM,145,475.562387853692,474,474,475.562387853692,473.608241530273
1:03:16 AM,146,486.733816425121,474.5,474.5,486.733816425121,475.002609246974
1:03:19 AM,147,499.362077294686,476,476,499.362077294686,477.206616227846
1:03:22 AM,148,508.512077294686,478,478,508.512077294686,480.398189525869
1:03:25 AM,149,517.137077294686,481,481,517.137077294686,484.75525619403
1:03:28 AM,150,524.962077294686,489.2,490,524.962077294686,490.45574328531
1:03:31 AM,151,532.012077294686,495,495,532.012077294686,497.674509331967
1:03:34 AM,152,538.112077294686,505.8,495,538.112077294686,506.574138783357
1:03:37 AM,153,543.012077294686,529.111111111111,494,543.012077294686,517.314147568109
1:03:40 AM,154,546.978743961353,535.5,553.5,546.978743961353,530.054051614853
1:03:43 AM,155,550.528743961353,541.130434782609,549,550.528743961353,544.953366852218
1:03:46 AM,159,554.037077294686,615,615,554.037077294686,613.777710552753
1:03:49 AM,161,558.037077294686,628,628,558.037077294686,636.123736701627
1:03:52 AM,162,563.406308063917,633,633,563.406308063917,639.733764377758
1:03:55 AM,163,566.861308063917,630,630,566.861308063917,636.569821227226
1:03:58 AM,164,577.601308063917,622,622,577.601308063917,625.332921829185
1:04:01 AM,165,587.163808063917,611,611,587.163808063917,605.813188870677
1:04:04 AM,166,597.423808063917,595,595,597.423808063917,582.157177470285
1:04:07 AM,167,606.518252508361,572,572,606.518252508361,559.600550854481
1:04:10 AM,168,614.843252508361,554.333333333333,554,614.843252508361,543.378972249736
1:04:13 AM,169,622.536730769231,545,545,622.536730769231,538.728104882519
1:04:16 AM,170,625.986730769231,544.666666666667,544,625.986730769231,549.083165515041
1:04:19 AM,171,628.236730769231,556,556,628.236730769231,570.677585052473
1:04:22 AM,172,629.461730769231,585.384615384615,581,629.461730769231,597.944347935726
1:04:25 AM,173,630.361730769231,550.1,542.5,630.361730769231,625.31643860571
1:04:28 AM,174,631.136730769231,704,704,631.136730769231,648.24265810433
1:04:31 AM,175,631.786730769231,686.25,681.5,631.786730769231,666.235073877457
1:04:34 AM,178,640.736730769231,711,711,640.736730769231,695.888339312544
1:04:37 AM,179,648.620064102564,711,711,648.620064102564,699.42438065236
1:04:40 AM,181,656.390897435897,702,702,656.390897435897,700.141196905366
1:04:43 AM,182,660.357564102564,695,695,660.357564102564,698.236350509458
1:04:46 AM,183,670.28811965812,684,684,670.28811965812,694.772436346007
1:04:49 AM,184,676.480712250712,673,673,676.480712250712,689.4290020449
1:04:52 AM,185,699.011481481481,657.5,657.5,699.011481481481,681.885595236027
1:04:55 AM,186,723.556481481481,648,648,723.556481481481,671.821763549275
1:04:58 AM,187,740.389814814815,637.5,637.5,740.389814814815,659.717004767839
1:05:01 AM,188,757.577314814815,624,622,757.577314814815,649.250617288131
1:05:04 AM,189,772.910648148148,774,768,772.910648148148,644.901849659868
1:05:07 AM,190,787.710648148148,729.666666666667,607,787.710648148148,651.149950432767
