date_time,temp,CO2_scaled,CO2_av,CO2_med,Moving,Modelled
,631,291.0956566,293.5,293.5,291.0956566,293.1282849
,632,285.3489899,291.4,288,285.3489899,288.4529663
,633,282.0767677,292.2,298,282.0767677,283.647131
,634,278.2392677,280.7,278.5,278.2392677,278.9119158
,635,274.422601,260,260,274.422601,274.4484574
,636,269.032601,290,291.5,269.032601,270.3920877
,637,264.1197439,260.3333333,262,264.1197439,266.6149183
,638,259.7552994,255.0909091,249,259.7552994,262.9232562
,639,255.6695851,251.2,249,255.6695851,259.123408
,640,252.2420851,250,250,252.2420851,255.0216806
,641,249.0483351,249,248,249.0483351,250.4994072
,642,245.8283351,251.6666667,249.5,245.8283351,245.7380269
,643,242.1245851,252.5555556,253,242.1245851,240.9940053
,644,238.1229185,244.25,245,238.1229185,236.523808
,645,235.1604185,249.6666667,255.5,235.1604185,232.5839007
,647,230.5354185,203,203,230.5354185,226.7573187
,648,228.0062518,211.1428571,212,228.0062518,224.6087634
,649,224.5017063,213.6,209,224.5017063,222.7484867
,650,221.1750397,215.2857143,214,221.1750397,221.0103295
,651,217.9417063,230.25,232,217.9417063,219.2281327
,652,214.6517063,229.625,230.5,214.6517063,217.2551124
,653,211.4112302,227,227,211.4112302,215.021984
,654,208.1434524,218.125,226.5,208.1434524,212.4788381
,655,205.0309524,200.6666667,202,205.0309524,209.575765
,656,201.5261905,200.75,203.5,201.5261905,206.2628552
,657,200.3761905,197.5,197.5,200.3761905,202.4901993
,658,198.6857143,209.75,209.5,198.6857143,198.2750186
,659,197.1890476,185,185,197.1890476,193.9030588
,660,195.7033333,184.6666667,185,195.7033333,189.7271965
,661,192.8741667,185.3333333,185,192.8741667,186.1003085
,662,190.0679167,183.2,182,190.0679167,183.3752713
,663,187.35125,186.8571429,186,187.35125,181.7942342
,664,185.045,187.2,188,185.045,181.1564368
,665,183.4688095,182,181,183.4688095,181.1503914
,666,181.9413095,179.5714286,180,181.9413095,181.4646101
,667,180.1329762,180,180,180.1329762,181.7876052
,668,177.8454762,177.3333333,179,177.8454762,181.8409944
,669,176.1704762,183.6666667,184,176.1704762,181.4788178
,670,174.3371429,185.5714286,189,174.3371429,180.5882209
,671,172.9347619,173.6666667,173,172.9347619,179.0563492
,672,171.6647619,173.5,173.5,171.6647619,176.7703483
,673,170.1302381,172.6666667,171.5,170.1302381,173.7032997
,674,168.6035714,172,170,168.6035714,170.172029
,675,166.9410714,169.1428571,170,166.9410714,166.5792976
,676,165.7225,170.2,170,165.7225,163.3278671
,677,163.7225,161.3333333,163,163.7225,160.8204989
,678,161.9149242,164,170,161.9149242,159.3278425
,679,159.4690909,151.5,151.5,159.4690909,158.5920985
,680,156.9905195,148,148,156.9905195,158.2233556
,681,154.7571861,157.2857143,159,154.7571861,157.8317024
,682,153.2821861,157.8,158,153.2821861,157.0272274
,683,151.7738528,156.1666667,157.5,151.7738528,155.4200193
,684,149.7321861,156.6666667,160,149.7321861,152.764953
,685,147.9000433,148.75,141.5,147.9000433,149.3960486
,686,146.1650433,155.2,164,146.1650433,145.7921125
,687,144.7483766,140,140,144.7483766,142.4319512
,688,143.15671,141.1818182,142,143.15671,139.7943711
,689,141.94421,134.75,134.5,141.94421,138.2253251
,690,140.45046,136,134,140.45046,137.5393516
,691,138.5986742,129,126,138.5986742,137.4181356
,693,136.6586742,144,144.5,136.6586742,137.5967155
,694,135.0170076,142.5,142.5,135.0170076,137.2598813
,695,133.2836742,131.1666667,129.5,133.2836742,136.296568
,696,132.1211742,132.5,131,132.1211742,134.7985794
,697,129.3111742,135.5,135.5,129.3111742,132.9397429
,698,127.3736742,133,134.5,127.3736742,130.8938861
,699,126.0395833,132.1666667,136,126.0395833,128.8348366
,700,124.9243056,127.25,129,124.9243056,126.8943395
,701,123.2470328,118.125,118,123.2470328,125.03581
,702,122.5970328,120.25,119.5,122.5970328,123.1805809
,703,120.6041757,119,119,120.6041757,121.2499851
,704,118.7958424,123.3333333,123,118.7958424,119.1653554
,705,117.5708424,122,124,117.5708424,116.8897677
,706,116.2958424,125.5,125.5,116.2958424,114.5532696
,707,114.6541757,99,99,114.6541757,112.3276522
,708,113.1391757,101.25,101,113.1391757,110.3847062
,709,111.6308424,114.5,116,111.6308424,108.8962225
,710,110.3283424,112.4444444,113,110.3283424,107.9766415
,711,109.3770924,102.4545455,102,109.3770924,107.511002
,712,108.2770924,116,116,108.2770924,107.3269927
,713,107.4020924,104.1428571,104,107.4020924,107.2523018
,714,105.8479257,106.3333333,106,105.8479257,107.114618
,715,104.381259,106.6666667,107,104.381259,106.7416296
,716,102.656259,107,107,102.656259,106.0044308
,717,102.281259,102.6666667,101,102.281259,104.947738
,718,101.643759,102.7,102.5,101.643759,103.6596734
,719,100.4020924,102,102,100.4020924,102.2283588
,720,99.21558442,101.2,101,99.21558442,100.7419165
,721,98.70285714,99.1,100.5,98.70285714,99.27288889
,722,97.20285714,98.25,98.5,97.20285714,97.83150028
,723,96.32571429,101.5,102.5,96.32571429,96.41239538
,724,95.30904762,92.25,92.5,95.30904762,95.0102189
,725,94.25904762,92.66666667,94,94.25904762,93.61961555
,726,93.21529762,91,94,93.21529762,92.24839965
,727,92.38196429,91.5,91.5,92.38196429,90.95706406
,728,91.52423701,88.5,90,91.52423701,89.81927124
,729,90.74090368,89.66666667,91,90.74090368,88.90868365
,730,89.60590368,88.71428571,86,89.60590368,88.29896375
,731,88.36757035,92.2,94,88.36757035,88.02287102
,732,87.14507035,86,86,87.14507035,87.94955286
,733,85.73257035,86.6,87,85.73257035,87.90725369
,734,84.83673701,86,86,84.83673701,87.72421794
,735,83.86494214,85.66666667,85,83.86494214,87.22869002
,736,82.81494214,86.125,84,82.81494214,86.29366072
,737,81.87565643,86,84.5,81.87565643,84.97110641
,738,80.97565643,85.54545455,86,80.97565643,83.35774982
,739,79.85898976,86.33333333,91,79.85898976,81.55031368
,740,78.93756119,78.5,78.5,78.93756119,79.64552073
,741,77.72756119,74.33333333,74,77.72756119,77.74009372
,742,76.97756119,73.8,73,76.97756119,75.92458526
,743,76.19756119,73.25,73.5,76.19756119,74.26486752
,744,75.42756119,74.33333333,75,75.42756119,72.82064253
,745,74.69422786,73.23076923,74,74.69422786,71.65161234
,746,73.72797786,70,68,73.72797786,70.81747899
,747,72.65297786,72.71428571,73,72.65297786,70.34977747
,748,71.61570513,70.5,70.5,71.61570513,70.16737456
,749,70.37403846,67.33333333,67,70.37403846,70.16096996
,750,69.49070513,70.28571429,71,69.49070513,70.22126339
,751,68.86403846,68,67,68.86403846,70.23895456
,752,68.39546703,71,71,68.39546703,70.11807474
,753,67.83296703,71,71,67.83296703,69.81598139
,754,67.21630037,70.6,70,67.21630037,69.30336348
,755,66.6797619,71,70,66.6797619,68.55091003
,756,66.29642857,66.8,67,66.29642857,67.52931003
,757,65.80071429,64.5,64,65.80071429,66.24300617
,758,65.40071429,64.8,64,65.40071429,64.83145588
,759,65.10904762,61.5,61.5,65.10904762,63.46787028
,760,64.67809524,60.83333333,61,64.67809524,62.32546048
,761,64.36142857,61.8,62,64.36142857,61.57743762
,762,64.01142857,64.42857143,66,64.01142857,61.34039184
,763,63.59892857,62,62,63.59892857,61.50442947
,764,63.24392857,62,61,63.24392857,61.90303587
,765,62.60756494,62.5,62.5,62.60756494,62.36969639
,766,62.33756494,62.33333333,61.5,62.33756494,62.73789639
,767,62.03756494,62.8,63,62.03756494,62.87965368
,768,61.94756494,62.5,63,61.94756494,62.82111592
,769,61.84756494,61.5,61.5,61.84756494,62.62696324
,770,61.79089827,61.66666667,61.5,61.79089827,62.36187575
,771,61.75089827,61.66666667,62,61.75089827,62.09053357
,772,61.4294697,64,64,61.4294697,61.87761681
,773,61.0794697,62.75,63,61.0794697,61.76493604
,774,60.6794697,63.5,64.5,60.6794697,61.70282357
,775,60.2857197,58.27272727,59,60.2857197,61.61874216
,776,59.99405303,61.4,62,59.99405303,61.44015456
,777,59.75405303,58.5,58.5,59.75405303,61.09452352
,778,59.29905303,63,63,59.29905303,60.53529759
,779,58.73405303,59.5,59.5,58.73405303,59.81986848
,780,58.1132197,59.7,60.5,58.1132197,59.03161367
,781,57.47274351,61,62,57.47274351,58.25391066
,782,56.73941017,58,57,56.73941017,57.57013695
,783,56.02691017,55,53,56.02691017,57.03163325
,784,55.18524351,54,53.5,55.18524351,56.56159318
,785,54.50160714,54.625,54.5,54.50160714,56.05117359
,786,53.93160714,56.5,57.5,53.93160714,55.39153132
,787,53.50660714,58,58,53.50660714,54.47382322
,788,52.83994048,53.4,55,52.83994048,53.23539653
